"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Post Title",Slug,Permalink,"Product URI",Description,Type,Excerpt,"Product Modified",Visibility,Featured,"Product Published",Virtual,Price,"Sale Price","Net Price","Sale Price Dates From","Sale Price Dates To",Weight,"Weight Unit",Height,"Height Unit",Width,"Width Unit",Length,"Length Unit",Category,"Featured Image","Product Gallery","Tax Status","Tax Class","Shipping Class","Download File Name","Download File URL Path","Download Limit","Download Expiry","Download Type","Manage Stock",Quantity,"Stock Status","Sold Individually",Up-Sells,Cross-Sells,"Button Text","Purchase Note","Product Status","Enable Reviews","Sort Order","Post Author",Username,"User Role","WordPress SEO - Focus Keyword","WordPress SEO - Meta Description","WordPress SEO - SEO Title","WordPress SEO - Noindex","WordPress SEO - Follow","WordPress SEO - Google+ Description","WordPress SEO - Facebook Title","WordPress SEO - Facebook Description","WordPress SEO - Facebook Image","WordPress SEO - Twitter Title","WordPress SEO - Twitter Description","WordPress SEO - Twitter Image","WordPress SEO - Canonical URL"
,,41292,,"CUEVAS TRADITION | STRAW HAT 1000X MT | MASTER TELAR | BRIM 9CM | IVORY","CUEVAS TRADITION | STRAW HAT 1000X MT | MASTER TELAR | BRIM 9CM | IVORY",cuevas-tradition-straw-hat-1000x-master-telar-brim-9cm-ivory,https://cuevaswesternwear.com/shop/hats/straw-hats/cuevas-tradition-straw-hat-1000x-master-telar-brim-9cm-ivory/,https://cuevaswesternwear.com/shop/hats/straw-hats/cuevas-tradition-straw-hat-1000x-master-telar-brim-9cm-ivory/,"The Cuevas Tradition 1000X straw hat combines elegance and practicality, perfect for any setting.

Key Features:

•Material: Premium 1000X straw for durability and a lightweight feel.

•Color: Classic ivory shade for a refined look.

•Design: Master Telar weave with a 9 cm brim for a balanced style and sun protection.

•Fit: Comfortable and breathable for extended wear.

•Style: Ideal for pairing with Western or casual attire.",Variable,,15/03/2025,"Shop and search results",No,22/11/2024,No,79.00,75.00,75.00,,,0,lbs,0,in,0,in,0,in,"Cuevas Tradition|Hats|Hats>Straw Hats",41301,41302|41303,Taxable,,,,,-1,-1,Standard,No,42,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41277,,"CUEVAS TRADITION | STRAW HAT 10X JP| JAPONES | BRIM 10 CM | SINALOA | IVORY","CUEVAS TRADITION | STRAW HAT 10X JP| JAPONES | BRIM 10 CM | SINALOA | IVORY",cuevas-tradition-straw-hat-10x-japones-brim-10-cm-sinaloa,https://cuevaswesternwear.com/shop/hats/straw-hats/cuevas-tradition-straw-hat-10x-japones-brim-10-cm-sinaloa/,https://cuevaswesternwear.com/shop/hats/straw-hats/cuevas-tradition-straw-hat-10x-japones-brim-10-cm-sinaloa/,"This Cuevas Tradition straw hat combines classic design with lightweight comfort, ideal for outdoor events or everyday wear.

Key Features:

•Material: Durable 10X straw for long-lasting use.

•Design: Sinaloa style with a 10 cm brim for optimal sun protection.

•Fit: Comfortable and breathable for all-day wear.

•Style: Versatile and timeless, perfect for casual or Western outfits.",Variable,,15/03/2025,"Shop and search results",No,22/11/2024,No,129.00,129.00,129.00,,,0,lbs,0,in,0,in,0,in,"Cuevas Tradition|Hats|Hats>Straw Hats",41285,41286|41287,Taxable,,,,,-1,-1,Standard,No,4,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41265,,"CUEVAS TRADITION | STRAW HAT 1000X MT | MASTER TELAR | BRIM 10CM | IVORY","CUEVAS TRADITION | STRAW HAT 1000X MT | MASTER TELAR | BRIM 10CM | IVORY",cuevas-tradition-straw-hat-1000x-master-telar-brim-10cm-ivory,https://cuevaswesternwear.com/shop/hats/straw-hats/cuevas-tradition-straw-hat-1000x-master-telar-brim-10cm-ivory/,https://cuevaswesternwear.com/shop/hats/straw-hats/cuevas-tradition-straw-hat-1000x-master-telar-brim-10cm-ivory/,"This Cuevas Tradition 1000X straw hat offers superior craftsmanship and style, perfect for any occasion.

Key Features:

•Material: High-quality 1000X straw for durability and comfort.

•Color: Elegant ivory tone for a classic look.

•Design: Master Telar weave with a 10 cm brim for sun protection and style.

•Fit: Lightweight and breathable for all-day wear.

•Style: A versatile accessory that pairs well with Western and casual outfits.",Variable,,22/02/2025,"Shop and search results",No,21/11/2024,No,75.00,75.00,75.00,,,0,lbs,0,in,0,in,0,in,"Cuevas Tradition|Hats|Hats>Straw Hats",41274,41289|41290,Taxable,,,,,-1,-1,Standard,No,40,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41253,,"CUEVAS TRADITION | MEN'S BELTS PHYTON IMITATION | AGED HONEY C008","CUEVAS TRADITION | MEN'S BELTS PHYTON IMITATION | AGED HONEY C008",cuevas-tradition-phyton-imitation-belt-aged-honey-c008,https://cuevaswesternwear.com/shop/men/cuevas-tradition-phyton-imitation-belt-aged-honey-c008/,https://cuevaswesternwear.com/shop/men/cuevas-tradition-phyton-imitation-belt-aged-honey-c008/,"The Cuevas Tradition python imitation belt in aged honey is a stylish and practical accessory for any wardrobe.

Key Features:

•Material: Durable leather with a python imitation finish.

•Color: Warm aged honey tone for a distinctive look.

•Design: Classic and versatile, ideal for casual or formal occasions.

•Fit: Adjustable buckle for a comfortable and secure fit.

•Style: Perfect for adding a touch of elegance to any outfit.",Variable,,01/03/2025,"Shop and search results",No,21/11/2024,No,45.00,45.00,45.00,,,0,lbs,0,in,0,in,0,in,"Belts|Cuevas Tradition|Men",41262,41263,Taxable,,,,,-1,-1,Standard,No,7,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41241,,"CUEVAS TRADITION | MEN'S BELTS  PHYTON IMITATION  | GRAY C007 119","CUEVAS TRADITION | MEN'S BELTS  PHYTON IMITATION  | GRAY C007 119",cuevas-tradition-phyton-imitation-belt-gray-c007,https://cuevaswesternwear.com/shop/men/cuevas-tradition-phyton-imitation-belt-gray-c007/,https://cuevaswesternwear.com/shop/men/cuevas-tradition-phyton-imitation-belt-gray-c007/,"The Cuevas Tradition gray python imitation belt offers a stylish and affordable option for any occasion.

Key Features:

•Material: High-quality leather with a python imitation finish.

•Color: Neutral gray tone for easy pairing with various outfits.

•Design: Classic and versatile, suitable for casual or formal wear.

•Fit: Adjustable buckle for a secure and comfortable fit.

•Style: A sleek accessory to elevate your look effortlessly.",Variable,,09/01/2025,"Shop and search results",No,22/11/2024,No,45.00,45.00,45.00,,,0,lbs,0,in,0,in,0,in,"Belts|Cuevas Tradition|Men",41250,41251,Taxable,,,,,-1,-1,Standard,No,10,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41235,,"CUEVAS TRADITION | MEN'S BELTS FISH SKIN ORIGINAL |  BLACK  C004 182","CUEVAS TRADITION | MEN'S BELTS FISH SKIN ORIGINAL |  BLACK  C004 182",cuevas-tradition-men-fish-skin-original-black-c004,https://cuevaswesternwear.com/shop/men/cuevas-tradition-men-fish-skin-original-black-c004/,https://cuevaswesternwear.com/shop/men/cuevas-tradition-men-fish-skin-original-black-c004/,"The Cuevas Tradition fish skin belt in original black combines unique texture with a timeless design, ideal for any outfit.

Key Features:

•Material: Genuine fish skin leather for a distinctive look.

•Color: Classic black finish that complements any wardrobe.

•Design: Simple and versatile, perfect for casual or formal occasions.

•Fit: Adjustable buckle for a comfortable and secure fit.

•Style: Adds a subtle yet stylish touch to Western or modern attire.",Variable,,16/01/2025,"Shop and search results",No,22/11/2024,No,145.00,145.00,145.00,,,0,lbs,0,in,0,in,0,in,"Belts|Cuevas Tradition|Men",41238,41239,Taxable,,,,,-1,-1,Standard,No,1,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41229,,"CUEVAS TRADITION | MEN'S BELTS  PHYTON BELT ORIGINA |  WASHED NATURAL  C002 172","CUEVAS TRADITION | MEN'S BELTS  PHYTON BELT ORIGINA |  WASHED NATURAL  C002 172",cuevas-tradition-men-phyton-belt-original-washed-natural-c002,https://cuevaswesternwear.com/shop/men/cuevas-tradition-men-phyton-belt-original-washed-natural-c002/,https://cuevaswesternwear.com/shop/men/cuevas-tradition-men-phyton-belt-original-washed-natural-c002/,"The Cuevas Tradition Python belt in washed natural offers a unique and sophisticated style, perfect for any occasion.

Key Features:

•Material: Genuine python leather with a washed natural finish.

•Color: Neutral tones that pair well with various outfits.

•Design: Classic and versatile for both casual and formal wear.

•Fit: Adjustable buckle for a secure and comfortable fit.

•Style: A standout accessory with a refined touch.",Variable,,10/02/2025,"Shop and search results",No,22/11/2024,No,,,,,,0,lbs,0,in,0,in,0,in,"Belts|Cuevas Tradition|Men",41232,41233,Taxable,,,,,-1,-1,Standard,No,,"Out of Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41221,,"CUEVAS TRADITION | MEN'S BELTS  PHYTON  ORIGINAL |  BLACK  C005 190","CUEVAS TRADITION | MEN'S BELTS  PHYTON  ORIGINAL |  BLACK  C005 190",cuevas-tradition-men-phyton-belt-original-black-c005,https://cuevaswesternwear.com/shop/men/cuevas-tradition-men-phyton-belt-original-black-c005/,https://cuevaswesternwear.com/shop/men/cuevas-tradition-men-phyton-belt-original-black-c005/,"The Cuevas Tradition Python belt in original black is a bold and versatile accessory, ideal for any wardrobe.

Key Features:

•Material: Genuine python leather for a distinctive look.

•Color: Sleek black finish that complements any outfit.

•Design: Classic and refined, perfect for formal or casual wear.

•Fit: Adjustable buckle for a secure and comfortable fit.

•Style: Adds a touch of sophistication to Western or modern attire.",Variable,,11/01/2025,"Shop and search results",No,21/11/2024,No,99.00,99.00,99.00,,,0,lbs,0,in,0,in,0,in,"Belts|Cuevas Tradition|Men",41226,41227,Taxable,,,,,-1,-1,Standard,No,2,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41209,,"CUEVAS TRADITION | MEN'S BELTS  CROCODILE BELT | AGED HONEY C003 118","CUEVAS TRADITION | MEN'S BELTS  CROCODILE BELT | AGED HONEY C003 118",cuevas-tradition-men-crocodile-belt-aged-honey-c003,https://cuevaswesternwear.com/shop/belts/cuevas-tradition-men-crocodile-belt-aged-honey-c003/,https://cuevaswesternwear.com/shop/belts/cuevas-tradition-men-crocodile-belt-aged-honey-c003/,"This Cuevas Tradition belt in aged honey combines elegance and durability, perfect for elevating any outfit.

Key Features:

•Material: High-quality leather with a crocodile print finish.

•Color: Rich aged honey tone for a classic look.

•Design: Simple yet stylish, suitable for formal or casual wear.

•Fit: Adjustable buckle for a perfect fit.

•Style: A versatile accessory to complement Western and modern outfits.",Variable,,15/03/2025,"Shop and search results",No,21/11/2024,No,45.00,45.00,45.00,,,0,lbs,0,in,0,in,0,in,"Belts|Cuevas Tradition",41218,41219,Taxable,,,,,-1,-1,Standard,No,3,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41198,,"RODEO GIRLS| LADY BELT  TABACCO | DARK BROWN 530","RODEO GIRLS| LADY BELT  TABACCO | DARK BROWN 530",rodeo-girls-woman-belt-cm001-brown,https://cuevaswesternwear.com/shop/women/womens-belts/rodeo-girls-woman-belt-cm001-brown/,https://cuevaswesternwear.com/shop/women/womens-belts/rodeo-girls-woman-belt-cm001-brown/,"A classic accessory, the Rodeo Girls belt in brown is designed for everyday style and durability.

Key Features:

•Material: Sturdy leather with a natural brown finish.

•Design: Simple and versatile, perfect for any outfit.

•Fit: Adjustable buckle for a secure and comfortable fit.

•Style: Complements both casual and Western looks.",Variable,,09/03/2025,"Shop and search results",No,21/11/2024,No,45.00,45.00,45.00,,,0,lbs,0,in,0,in,0,in,"Rodeo Girls|Women|Women>Belts",41205,41206|41207,Taxable,,,,,-1,-1,Standard,No,4,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41187,,"RODEO GIRLS | LADY  BELT | HONEY | 531","RODEO GIRLS | LADY  BELT | HONEY | 531",rodeo-girls-woman-belt-cm003-tabacco,https://cuevaswesternwear.com/shop/women/womens-belts/rodeo-girls-woman-belt-cm003-tabacco/,https://cuevaswesternwear.com/shop/women/womens-belts/rodeo-girls-woman-belt-cm003-tabacco/,"The Rodeo Girls belt in tabaco offers a classic and versatile design, ideal for adding a Western touch to any outfit.

Key Features:

•Material: High-quality leather with a rich tabaco finish.

•Design: Simple yet stylish with timeless detailing.

•Fit: Adjustable buckle for a secure and comfortable fit.

•Style: Pairs well with casual and Western looks.",Variable,,07/03/2025,"Shop and search results",No,21/11/2024,No,45.00,45.00,45.00,,,0,lbs,0,in,0,in,0,in,"Rodeo Girls|Women|Women>Belts",41194,41195|41196,Taxable,,,,,-1,-1,Standard,No,10,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
,,41176,,"RODEO GIRLS | LADY BELT FLOWER  | BLACK | 529","RODEO GIRLS | LADY BELT FLOWER  | BLACK | 529",rodeo-girls-woman-belt-cm002-black,https://cuevaswesternwear.com/shop/women/womens-belts/rodeo-girls-woman-belt-cm002-black/,https://cuevaswesternwear.com/shop/women/womens-belts/rodeo-girls-woman-belt-cm002-black/,"This Rodeo Girls belt in black combines simplicity and style, perfect for everyday wear or special occasions.

Key Features:

•Material: Durable leather for long-lasting use.

•Design: Sleek black finish with classic detailing.

•Fit: Adjustable buckle for a comfortable and secure fit.

•Style: Versatile accessory for casual or Western outfits.",Variable,,07/03/2025,"Shop and search results",No,21/11/2024,No,45.00,45.00,45.00,,,0,lbs,0,in,0,in,0,in,"Rodeo Girls|Women|Women>Belts",41183,41184|41185,Taxable,,,,,-1,-1,Standard,No,2,"In Stock",No,,,,,Publish,Open,0,1,roycuevas,Administrator,,,,,,,,,,,,,
